Domaine,Code,Intitulé,Dimension,Contexte,Type,Statut,Notes
FREK,FRK-17,Trusted Timestamping & Anchoring,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-18,Bitcoin / OpenTimestamps Proof Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-19,"Chain Monitoring, Resilience & Watchdog",MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-20,Offline Proof & Verification,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-21,.fk Cultural Object Format,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-22,.fk Packaging & Validation,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-23,Cultural Object Modeling,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-24,FREK Registry & Object Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-25,"Schemas, Taxonomies & Object Standards",MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-26,Relationship & Provenance Graphs,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-27,Cultural Knowledge Graph Engineering,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-28,Event Registry & Event-Driven Provenance,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-29,Cultural Fingerprint Foundations,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-30,Cultural Fingerprint Engineering,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-31,"Affinity, Resonance & Cadence Signals",MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-32,"Context, Device & Consent Signals",MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-33,Creative Lifecycle & Cultural Memory,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-34,"Works, Tracks, Albums & Creative Identity",MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-35,"Versions, Derivatives, Credits & Contributions",MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-36,FREKRAW & Authentic Media Capture,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-37,Source & Device Attestation,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-38,Media Integrity & Anti-Tamper Verification,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-40,DAW Provenance & Creative Session Tracking,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-41,"Stems, Versions, Credits & Music Proof",MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-42,Offline Proof Transport,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-43,Store-and-Forward Cultural Infrastructure,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-44,"Offline Recovery, Synchronization & Reconciliation",MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-45,"FREK Roles, Permissions & Delegation",MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-46,Trust Governance & Policy Enforcement,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-47,Audit Trail & Institutional Accountability,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-48,FREK Security Foundations,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-49,Zero Trust & Infrastructure Hardening,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-50,"Cryptographic Keys, Secrets & Trust Operations",MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-51,Threat Modeling & Incident Response,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-52,FREK API Engineering,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-53,FREK SDK Engineering,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-54,"Event Bus, Webhooks & Integration Contracts",MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-55,"API, Event, Error & Versioning Standards",MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-61,Cultural Digital Archiving & Preservation,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-62,Heritage Records & Long-Term Integrity,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-63,Geo Evidence & Territorial Provenance,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-65,"Observability, Health & Reliability",MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-66,"Backup, Restore & Disaster Recovery",MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-67,"Performance, Capacity & Failure Engineering",MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-69,Evidence & Provenance Audit,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-70,"Security, Permission & Compliance Audit",MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-71,FREK v3 Architecture,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-72,FREK Attestation Protocol,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-73,FREK Cryptographic Architecture,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-74,FREK DSP Fingerprint,MARKET,EXTERNAL,Formation,CANDIDATE,
FREK,FRK-75,FREK Reference Verifier Engineering,MARKET,EXTERNAL,Formation,CANDIDATE,
LabelOS,LOS-01,Label Operations Management,MARKET,EXTERNAL,Formation,CANDIDATE,
LabelOS,LOS-02,Music Metadata & Catalog Management,MARKET,EXTERNAL,Formation,CANDIDATE,
LabelOS,LOS-03,Release Management & Distribution Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
LabelOS,LOS-04,Music Rights & Ownership Administration,MARKET,EXTERNAL,Formation,CANDIDATE,
LabelOS,LOS-05,Publishing Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
LabelOS,LOS-06,Royalties & Revenue Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
LabelOS,LOS-07,A&R & Roster Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
LabelOS,LOS-08,Music Contracts & Deal Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
LabelOS,LOS-09,Music Release Marketing Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
LabelOS,LOS-10,Label Data & Performance Intelligence,MARKET,EXTERNAL,Formation,CANDIDATE,
LabelOS,LOS-11,Music Industry Standards & Interoperability,MARKET,EXTERNAL,Formation,CANDIDATE,
LabelOS,LOS-12,Label Finance & Project Economics,MARKET,EXTERNAL,Formation,CANDIDATE,
LabelOS,LOS-13,Catalog Exploitation & Lifecycle Management,MARKET,EXTERNAL,Formation,CANDIDATE,
LabelOS,LOS-14,Label Compliance & Operational Audit,MARKET,EXTERNAL,Formation,CANDIDATE,
Agent Factory,AF-01,AI Agent Foundations,MARKET,EXTERNAL,Formation,CANDIDATE,
Agent Factory,AF-02,Agent Design & Role Engineering,MARKET,EXTERNAL,Formation,CANDIDATE,
Agent Factory,AF-03,"Prompt, Instruction & Context Engineering",MARKET,EXTERNAL,Formation,CANDIDATE,
Agent Factory,AF-04,Tool & Capability Engineering,MARKET,EXTERNAL,Formation,CANDIDATE,
Agent Factory,AF-05,Agent Memory & Knowledge Systems,MARKET,EXTERNAL,Formation,CANDIDATE,
Agent Factory,AF-06,Multi-Agent Systems & Coordination,MARKET,EXTERNAL,Formation,CANDIDATE,
Agent Factory,AF-07,Agent Workflow & Orchestration Engineering,MARKET,EXTERNAL,Formation,CANDIDATE,
Agent Factory,AF-08,Human-in-the-Loop Agent Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
Agent Factory,AF-09,Agent Evaluation & Quality Assurance,MARKET,EXTERNAL,Formation,CANDIDATE,
Agent Factory,AF-10,Agent Observability & Trace Analysis,MARKET,EXTERNAL,Formation,CANDIDATE,
Agent Factory,AF-11,"Agent Security, Identity & Permissions",MARKET,EXTERNAL,Formation,CANDIDATE,
Agent Factory,AF-12,Autonomous Agent Safety & Control,MARKET,EXTERNAL,Formation,CANDIDATE,
Agent Factory,AF-13,Agent Reliability & Failure Recovery,MARKET,EXTERNAL,Formation,CANDIDATE,
Agent Factory,AF-14,AI Governance & Decision Accountability,MARKET,EXTERNAL,Formation,CANDIDATE,
Agent Factory,AF-15,Production AI Agent Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Wallet,WAL-01,Digital Wallet Foundations,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Wallet,WAL-02,Payment Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Wallet,WAL-03,Digital Ledger & Double-Entry Accounting,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Wallet,WAL-04,Transaction Lifecycle & State Machines,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Wallet,WAL-05,"Holds, Available Balance & Anti-Double-Spend",MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Wallet,WAL-06,"Fees, Refunds, Reversals & Charge Operations",MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Wallet,WAL-07,Settlement & Reconciliation,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Wallet,WAL-08,Payment Infrastructure & Provider Integration,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Wallet,WAL-09,Virtual Card & Card Payment Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Wallet,WAL-10,Apple/Google Wallet & Tokenized Card Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Wallet,WAL-11,Marketplace & Escrow Economics,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Wallet,WAL-12,Digital Asset & Portfolio Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Wallet,WAL-13,Financial API & Embedded Finance,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Wallet,WAL-14,"Payment Security, Fraud & Risk",MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Wallet,WAL-15,Financial Compliance & Audit,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Wallet,WAL-16,Treasury & Liquidity Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Wallet,WAL-17,Financial Data & Revenue Intelligence,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Wallet,WAL-18,FinOps & Financial Infrastructure Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
Gala Cook & Food,GCF-01,Culinary Foundations & Professional Kitchen,MARKET,EXTERNAL,Formation,CANDIDATE,
Gala Cook & Food,GCF-02,Caribbean Cuisine & Culinary Heritage,MARKET,EXTERNAL,Formation,CANDIDATE,
Gala Cook & Food,GCF-03,Caribbean Product Knowledge & Terroir,MARKET,EXTERNAL,Formation,CANDIDATE,
Gala Cook & Food,GCF-04,Culinary Creation & Recipe Development,MARKET,EXTERNAL,Formation,CANDIDATE,
Gala Cook & Food,GCF-05,Professional Cooking Techniques,MARKET,EXTERNAL,Formation,CANDIDATE,
Gala Cook & Food,GCF-06,Pastry & Caribbean Desserts,MARKET,EXTERNAL,Formation,CANDIDATE,
Gala Cook & Food,GCF-07,"Food Safety, Hygiene & HACCP",MARKET,EXTERNAL,Formation,CANDIDATE,
Gala Cook & Food,GCF-08,Restaurant & Food Service Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
Gala Cook & Food,GCF-09,Catering & Event Food Production,MARKET,EXTERNAL,Formation,CANDIDATE,
Gala Cook & Food,GCF-10,Culinary Event Production,MARKET,EXTERNAL,Formation,CANDIDATE,
Gala Cook & Food,GCF-11,"Food Cost, Purchasing & Inventory",MARKET,EXTERNAL,Formation,CANDIDATE,
Gala Cook & Food,GCF-12,Menu Engineering & Restaurant Economics,MARKET,EXTERNAL,Formation,CANDIDATE,
Gala Cook & Food,GCF-13,Food Branding & Culinary Marketing,MARKET,EXTERNAL,Formation,CANDIDATE,
Gala Cook & Food,GCF-14,Food Photography & Culinary Content,MARKET,EXTERNAL,Formation,CANDIDATE,
Gala Cook & Food,GCF-15,Culinary Entrepreneurship,MARKET,EXTERNAL,Formation,CANDIDATE,
Gala Cook & Food,GCF-16,Sustainable & Local Food Systems,MARKET,EXTERNAL,Formation,CANDIDATE,
Gala Cook & Food,GCF-17,Culinary Hospitality & Guest Experience,MARKET,EXTERNAL,Formation,CANDIDATE,
Gala Cook & Food,GCF-18,Food Business Management,MARKET,EXTERNAL,Formation,CANDIDATE,
Good Mood,GMD-01,Festival & Live Event Foundations,MARKET,EXTERNAL,Formation,CANDIDATE,
Good Mood,GMD-02,Event Production Management,MARKET,EXTERNAL,Formation,CANDIDATE,
Good Mood,GMD-03,Event Programming & Artist Booking,MARKET,EXTERNAL,Formation,CANDIDATE,
Good Mood,GMD-04,Live Experience & Audience Journey Design,MARKET,EXTERNAL,Formation,CANDIDATE,
Good Mood,GMD-05,Ticketing & Access Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
Good Mood,GMD-06,Event Sales & Revenue Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
Good Mood,GMD-07,Event CRM & Fan Relationship Management,MARKET,EXTERNAL,Formation,CANDIDATE,
Good Mood,GMD-08,Merchandising & Event Commerce,MARKET,EXTERNAL,Formation,CANDIDATE,
Good Mood,GMD-09,Sponsorship & Partner Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
Good Mood,GMD-10,Festival Marketing & Community Growth,MARKET,EXTERNAL,Formation,CANDIDATE,
Good Mood,GMD-11,Event Content & Media Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
Good Mood,GMD-12,Live Streaming & Broadcast for Events,MARKET,EXTERNAL,Formation,CANDIDATE,
Good Mood,GMD-13,Event Data & Audience Analytics,MARKET,EXTERNAL,Formation,CANDIDATE,
Good Mood,GMD-14,Event Finance & Commercial Performance,MARKET,EXTERNAL,Formation,CANDIDATE,
Good Mood,GMD-15,"Event Safety, Access & Incident Operations",MARKET,EXTERNAL,Formation,CANDIDATE,
Good Mood,GMD-16,Multilingual Event Communication,MARKET,EXTERNAL,Formation,CANDIDATE,
Good Mood,GMD-17,Cultural Brand & Festival Identity,MARKET,EXTERNAL,Formation,CANDIDATE,
Good Mood,GMD-18,Artist Hospitality & Backstage Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
Good Mood,GMD-19,Event Reporting & Sponsor Measurement,MARKET,EXTERNAL,Formation,CANDIDATE,
Good Mood,GMD-20,International Festival & Tour Development,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-01,Cybersecurity Foundations,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-02,Network & Infrastructure Security,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-03,Linux & Server Security,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-04,Cloud & Container Security,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-05,Application Security & Secure Development,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-06,Web & API Security,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-07,Identity & Access Management,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-08,Zero Trust Architecture,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-09,Cryptography & Key Management,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-10,Vulnerability Management,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-11,Security Testing & Ethical Hacking,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-12,Threat Modeling,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-13,SOC & Security Monitoring,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-14,Detection Engineering,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-15,Incident Response,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-16,Digital Forensics Foundations,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-17,Threat Intelligence,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-18,Security Logging & Observability,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-19,DevSecOps & Secure CI/CD,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-20,Secrets & Credential Security,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-21,Database & Data Security,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-22,Privacy & Data Protection,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-23,Security Risk Management,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-24,ISO 27001 & ISMS Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-25,"Security Governance, Audit & Compliance",MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-26,Business Continuity & Disaster Recovery,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-27,Supply-Chain & Third-Party Security,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-28,AI & Agent Security,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-29,Financial & Payment Security,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN CyberSecure,CYB-30,Cybersecurity Operations Engineering,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-01,Blockchain Foundations,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-02,Distributed Ledger Architecture,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-03,Smart Contract Foundations,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-04,Smart Contract Engineering,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-05,Smart Contract Security,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-06,Token Standards & Digital Assets,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-07,Tokenization Architecture,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-08,Tokenomics Foundations,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-09,Token Economic Design,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-10,"Supply, Issuance & Distribution Models",MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-11,Incentive Mechanism Design,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-12,Utility & Access Token Design,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-13,Governance & Voting Mechanisms,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-14,Treasury & Protocol Economics,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-15,Digital Asset Lifecycle Management,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-16,On-chain Data & Blockchain Analytics,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-17,Wallet & Key Infrastructure Foundations,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-18,Blockchain Identity & Credentials,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-19,Oracles & Off-chain/On-chain Systems,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-20,Interoperability & Cross-chain Architecture,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-21,Blockchain Infrastructure & Node Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-22,Blockchain API & Integration Engineering,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-23,Web3 Security & Threat Modeling,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-24,Tokenization Legal & Compliance Foundations,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-25,Blockchain Product Management,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-26,Cultural Asset Tokenization,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-27,Intellectual Property & Digital Assets,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-28,Creator Economy & Blockchain,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-29,Protocol Governance & Risk,MARKET,EXTERNAL,Formation,CANDIDATE,
Blockchain Innovations,BCI-30,Production Blockchain Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-01,Entrepreneurship Foundations,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-02,Opportunity & Problem Discovery,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-03,Business Model Design,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-04,Market Research & Competitive Intelligence,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-05,Product/Market Fit,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-06,Go-to-Market Strategy,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-07,Pricing & Revenue Models,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-08,Sales & Business Development,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-09,Entrepreneurship Finance,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-10,Cash Flow & Financial Management,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-11,Entrepreneurial Legal Foundations,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-12,Operations & Process Design,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-13,Hiring & Team Building,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-14,Leadership & Founder Decision-Making,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-15,Business Resilience & Crisis Management,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-16,From Project to Company,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-17,Company Operating Model Design,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-18,Organizational Architecture,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-19,"KPI, OKR & Performance Systems",MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-20,Management Information Systems,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-21,Scaling Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-22,Multi-Product Company Management,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-23,International Expansion,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-24,Subsidiary Creation & Management,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-25,Strategic Partnerships & Joint Ventures,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-26,Holding Company Foundations,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-27,Group & Subsidiary Architecture,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-28,Corporate Governance,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-29,Board & Executive Governance,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-30,Delegation of Authority,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-31,Intercompany Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-32,Group Financial Consolidation,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-33,Group Treasury,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-34,Transfer Pricing Foundations,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-35,Group Risk Management,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-36,Internal Control,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-37,Corporate Compliance,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-38,Subsidiary Performance Management,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-39,Group Restructuring,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-40,International Holding Strategy,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-41,Startup & Growth Financing,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-42,Fundraising Strategy,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-43,Investor Readiness,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-44,Company Valuation,MARKET,EXTERNAL,Formation,CANDIDATE,
